,time,intensity,intensity_raw,nonbleach,corrected_nonbleach,nuclear_radius,roi_radius,gap_ratio,bleaching_depth,radius_uniform,bleach_distances,bleach_profile
0,-13.5929197,0.9112251573223211,27.65432098765432,33.48451053283767,1.016893463523982,15.463994739813758,0.5,-0.0008424480639075416,0.26723877646278454,,0.08874628267334479,
1,-12.3328252,0.9572267891887865,29.0,32.8557336621455,0.9977980943623247,,,,,,0.11832837689779306,
2,-11.0727309,0.9783609842927942,29.02469135802469,32.41955445544554,1.0054026806931569,,,,,,0.14791047112224132,
3,-9.8126365,1.0160831006397653,29.506172839506174,31.436341161928308,0.9953995502746844,,,,,,0.17749256534668958,
4,-8.552542200000001,0.9698061505549666,28.185185185185187,30.86509900990099,0.9781247532331759,,,,,,0.20707465957113785,
5,-7.3242293,1.1325844143228985,32.71604938271605,32.340823970037455,1.025935834238564,,,,,,0.23665675379558612,
6,-6.1276975,0.955386375594198,27.91358024691358,31.33995037220844,0.988278960665514,,,,,,0.2662388480200344,
7,-4.8676031,1.1143634979880923,32.407407407407405,31.43016069221261,0.9906466998103711,,,,,,0.29582094224448263,
8,-3.6075087999999997,1.0345365640235558,29.950617283950617,32.386617100371744,1.0280852153460946,,,,,,0.32540303646893093,
9,-2.3633050000000004,0.9304269660726218,27.037037037037038,30.665024630541872,0.9734347478521327,,,,,,0.35498513069337917,
10,0.0,0.26723877646278454,8.308641975308642,31.929889298892988,1.0334796083528919,,,,,,0.38456722491782747,
11,1.2442038999999987,0.3738429001674071,11.25925925925926,29.615861214374224,0.9585811075745331,,,,,,0.4141493191422757,
12,2.488407500000001,0.4657828714631477,13.695121951219512,31.11742892459827,1.013161236008913,,,,,,0.44373141336672395,
13,3.716720500000001,0.3779833112110245,11.432098765432098,31.383084577114428,1.0088261159132959,,,,,,0.47331350759117224,
14,4.9609241,0.48224075793668103,14.341463414634147,30.801498127340825,0.9889616391238707,,,,,,0.5028956018156205,
15,6.221018699999998,0.4343990731469607,12.914634146341463,31.22772277227723,1.0113217786257347,,,,,,0.5324776960400688,
16,7.481113000000001,0.4323743646517672,12.878048780487806,30.58179581795818,0.9888228675518733,,,,,,0.562059790264517,
17,8.757098,0.5789050085716382,16.75609756097561,30.949507389162562,1.0093276530263444,,,,,,,
18,9.9536296,0.4963198869069268,14.439024390243903,30.435960591133004,0.9975513422656381,,,,,,,
19,11.5633187,0.45463712065585393,13.207317073170731,30.123456790123456,0.9965331549452615,,,,,,,
20,12.823412999999999,0.42818936685105985,12.451219512195122,30.10246913580247,0.999826726489923,,,,,,,
21,14.083507299999997,0.537811287931739,15.222222222222221,30.074349442379184,1.010204067402355,,,,,,,
22,15.3277112,0.45461937578888034,12.901234567901234,29.1123595505618,0.9878116238716212,,,,,,,
23,16.587805499999998,0.5193087567927126,14.512195121951219,29.205700123915737,0.9970459783261674,,,,,,,
24,17.8478998,0.4357279530965692,12.414634146341463,29.53646477132262,1.0014983221583096,,,,,,,
25,19.1238848,0.46869502546984404,13.268292682926829,29.712345679012344,1.0082905989316162,,,,,,,
26,20.3363073,0.5343941525212764,15.207317073170731,29.133004926108374,0.9725530314906139,,,,,,,
27,21.5169482,0.5541660273059521,15.783132530120483,30.997533908754622,1.0321738714762358,,,,,,,
28,22.713480099999998,0.420114517060416,12.228915662650602,29.940667490729297,0.9939480940276473,,,,,,,
29,23.941792999999997,0.5532770277938,15.614457831325302,29.407911001236094,0.9889534442346942,,,,,,,
30,25.746736,0.4811660522561311,13.768292682926829,29.83810709838107,0.9987992788115619,,,,,,,
31,29.724134099999997,0.5314297025160327,15.17283950617284,30.35330836454432,1.0109862182407774,,,,,,,
32,33.7492046,0.561712504069763,15.814814814814815,29.856257744733583,1.0055545298035902,,,,,,,
33,37.774275,0.6070638167836865,16.73170731707317,28.841975308641974,0.9886410554237476,,,,,,,
34,41.7516732,0.5352785612471875,14.5,28.79975278121137,1.0143378241673253,,,,,,,
35,45.7449623,0.5674396176218196,15.21951219512195,27.514778325123153,0.9744952371680943,,,,,,,
36,49.785923499999996,0.6301137146970711,16.74390243902439,28.36881188118812,1.0085626361897448,,,,,,,
37,53.795103,0.656196589284458,17.646341463414632,28.479012345679013,0.9972354169275005,,,,,,,
38,57.772501399999996,0.6107263501483817,16.524390243902438,28.804455445544555,1.0065754441123556,,,,,,,
39,61.781681199999994,0.5695770342391355,15.414634146341463,28.54375,1.0018690286125937,,,,,,,
40,65.77497029999999,0.6072952159717397,16.419753086419753,28.101736972704714,0.9823423703764168,,,,,,,
41,69.7682591,0.518299743911421,14.146341463414634,29.153465346534652,1.0200246525823635,,,,,,,
42,73.7615482,0.6351219263028408,17.073170731707318,28.46658415841584,0.9991875253343159,,,,,,,
43,77.75483729999999,0.5682311201391008,15.240963855421686,27.82758620689655,0.9863059444599113,,,,,,,
44,81.71634499999999,0.6014270914051688,16.036585365853657,28.326328800988875,1.0056009322516568,,,,,,,
45,85.80497799999999,0.5886724445924625,15.695121951219512,28.330445544554454,1.0081053571420022,,,,,,,
46,89.75059499999999,0.7534174162012456,19.6144578313253,27.629950495049506,0.9934074819486469,,,,,,,
47,93.7756653,0.6264722292172863,16.325301204819276,27.458488228004956,0.9970648266718958,,,,,,,
48,97.7848451,0.5517736680124893,14.414634146341463,27.508684863523573,1.0050771864109358,,,,,,,
49,101.7145714,0.6238294728462046,16.24390243902439,27.121287128712872,0.9859020027329998,,,,,,,
50,105.7396419,0.7077296345216837,18.542168674698797,27.876543209876544,0.9990397528843088,,,,,,,
